GHIDRA CLASS FINGERPRINTS
========================================

Total: 694 classes
Features: Gap detection + Large array 'A' handling + Complete patterns
Signatures: b=1byte, w=2bytes, d=4bytes, q=8bytes, A=large array/gap (>32 bytes)
Sorted by: Pattern length (longest first)

cls_0x5a5320_TCharacter   |  2576b | 188f | 220p | AddddddddddddddddddddddddddddddddddddddddddddddddddddddAddddddddddddddddAbddddddddddddddddddddddddddddddqwbbAbAddddddddd...
cls_0x42f9f0              |   120b |  34f |  36p | ddddddddddddddddddbbbbddbbbbdddddddd
cls_0x5a502c              |   468b |  32f |  36p | dddddddddAddddAdddddqddddddddddddddd
cls_0x5abbb0              |   392b |  17f |  36p | dddddddqqqqbqqqwbdAdqddAdqqdqdddddAd
cls_0x5ab460              |  2064b |  22f |  35p | ddddddAbAdqddAdqddddddAddAdddAdddAd
cls_0x5a3ab8              |   144b |  21f |  34p | qdddddqqqwbbdqqqwbbddddddwwddddddd
cls_0x5a5750              |   456b |  27f |  34p | dddddddddAddddqdAdddddddddddddqqdd
cls_0x5b9744              |   456b |  31f |  34p | dddddddddAddddAddddddddddddddddddd
cls_0x42d730              |   132b |  32f |  33p | ddddddddddddddddddddddddddddddddd
cls_0x5ba0b4              |   168b |  25f |  33p | Addddddbbdwddqdbbwddbwbdddddddddd
cls_0x5a8a20              |  1708b |  20f |  33p | ddddddAbAdqddAdqddddqdAddAddAdddd
cls_0x5a4f74              |   620b |  22f |  32p | dddddddddAddddAdqqqwbbdAbdAbdddd
cls_0x5ac83c              |   400b |  22f |  32p | ddddddAbAdqddAdqddddddddddddAddd
cls_0x433170              |   128b |  31f |  32p | dddddddddddddddddddddddddddddddd
cls_0x5a5d64              |   440b |  28f |  31p | dddddddddAddddAddddddwwdddddddd
cls_0x49ed40              |   500b |  21f |  30p | ddddAdAddddddqqddddddddddddddd
cls_0x5b42f0              |   132b |  25f |  30p | dddddddddddddddddddqqqdddddddd
cls_0x5a4c68              |   440b |  27f |  30p | dddddddddAddddAddddddddddddddd
cls_0x5ad004              |   312b |  18f |  30p | ddddddAbAdqddAdqdddddddddqqddd
cls_0x5a9674              |   396b |  14f |  29p | dddAdqqqqddqqddqddqqddqdddAdd
cls_0x5a5ba0              |   436b |  26f |  29p | dddddddddAddddAdddddddddddddd
cls_0x534d40              |   324b |  16f |  29p | qqqddddddqqqddqddqqqqddddAdAd
cls_0x5ab6c8              |   456b |  17f |  29p | dddddddAdqddAdqqqqdAddddAdddd
cls_0x5aa4e4              |   312b |  15f |  28p | ddddddAbAdqddAdqdddddddqqqqd
cls_0x5a58c0              |   428b |  24f |  27p | dddddddddAddddAdddddddddddd
cls_0x5b4cd4              |   252b |  19f |  27p | qdddddAdqdddqddAdAddddddddd
cls_0x5b9584              |   420b |  23f |  27p | dddddddddAddddddAdddddddddd
cls_0x5b0cfc              |   288b |  17f |  26p | ddddddAbAdqddAdqdddddddddd
cls_0x45d610              |  2328b |  21f |  26p | dAddAddddddqdddddAdddddddd
cls_0x5a9900_TComplexObject |   396b |  14f |  26p | dddddddAdqqqqddqqddqdddAdd
cls_0x5aaf28              |   340b |  11f |  26p | ddAbAdAdqqdddqqddqddqqqqdd
cls_0x5ac5b0              |   392b |  16f |  26p | ddddddAbAdqddAdqddddddddAd
cls_0x5b963c              |   420b |  21f |  26p | dddddddddAddddddAddddddqdd
cls_0x535a10              |   496b |  13f |  26p | dAdAddqddddqqqddqqqddddddd
cls_0x5a42d4              |   160b |  19f |  24p | qdddAdqddddddddddddddddd
cls_0x5aacac              |   376b |  11f |  24p | ddAddqqqqddqqqqdddddqqdd
cls_0x5a4738              |   416b |  21f |  24p | dddddddddAddddAddddddddd
cls_0x5a393c              |   240b |  12f |  23p | ddddddqqqdbbwdddqqdAdAd
cls_0x535e90              |   496b |   8f |  23p | AdAdqqdddqqqddqqqddqddd
cls_0x4dab30              |   100b |  16f |  23p | dbqqqdwbddddddddddddqdd
cls_0x5ad9d4              |   380b |   9f |  23p | ddAddqqqqddqqqqddqqqqdd
cls_0x5b5808              |   408b |  18f |  22p | dddddddddAddddAddddddd
cls_0x57d9d0_likely_TDirectX_or_TNetwork |   160b |  16f |  22p | Abbwdddddqddbwbdqddddd
cls_0x5ad4e4              |   272b |  13f |  22p | ddddddAbAdqddAdqdddddd
cls_0x42b340              |    76b |  20f |  22p | dddddddddddddddddbbbbd
cls_0x5ad26c              |   272b |  13f |  22p | ddddddAbAdqddAdqdddddd
cls_0x5b9ff0              |    80b |  19f |  22p | dddddbwbdddddddddddddd
cls_0x5b5750              |   408b |  18f |  22p | dddddddddAddddAddddddd
cls_0x5ad758              |   272b |  13f |  22p | ddddddAbAdqddAdqdddddd
cls_0x5ac340              |   396b |  12f |  22p | ddddddAbAdqddAdqdddAdd
cls_0x5a9e50              |   268b |  12f |  21p | ddddddAbAdqddAdqddddd
cls_0x4da9f0              |   100b |  16f |  21p | ddqqqdddddddddddddqdd
cls_0x5ba014              |    84b |  20f |  21p | ddddddddddddddddddddd
cls_0x5b9bdc              |   340b |  15f |  21p | dddddAdddddddddqdqddd
cls_0x5ac0cc              |   268b |  12f |  21p | ddddddAbAdqddAdqddddd
cls_0x495cf0              | 32836b |  16f |  21p | ddAdAdddddddddddddddd
cls_0x5a4e24              |   396b |  17f |  21p | dddddddddAddddddAdddd
cls_0x48b120              |   204b |  13f |  20p | bqqqdwbbAddddddddddd
cls_0x5a5978              |   400b |  17f |  20p | dddddddddAddddAddddd
cls_0x5a4680              |   432b |  16f |  20p | dddddddddAddddAdddAd
cls_0x5a9d88              |   264b |  11f |  20p | ddddddAbAdqddAdqdddd
cls_0x535870              |   492b |   9f |  20p | AdAdddqqqddqqqdddddd
cls_0x5b9974              |   212b |  12f |  20p | Addddqqqddqqqddddddd
cls_0x5acf9c              |   260b |  10f |  19p | ddddddAbAdqddAdqddd
cls_0x5b9fcc              |    76b |  18f |  19p | ddddddddddddddddddd
cls_0x5a43dc              |  1420b |  16f |  19p | dddddddddAddddAdddd
cls_0x5a5a30              |   400b |  14f |  19p | dddddddddAddddAdqdd
cls_0x5a5ed4_likely_ObjectCollection |   112b |  14f |  19p | dSdqqqqdddddddddddd
cls_0x5b97fc              |   388b |  15f |  19p | dddddddddAddddddAdd
cls_0x4881f0              |    92b |  13f |  19p | dddqdddqdddqdddqddd
cls_0x40eb00              |   240b |   8f |  19p | ddddAbqqqwbdqddAdAd
cls_0x5a4250              |   164b |  14f |  18p | dddddddddAddddqdAd
cls_0x496330              | 32836b |  13f |  18p | dAdAddqddddddddqdd
cls_0x5b92bc              |   384b |  14f |  18p | dddddddddAddddqdAd
cls_0x44ceb0              |    72b |  18f |  18p | dddddddddddddddddd
cls_0x5a3bfc              |   220b |  16f |  18p | Addqqddddddddddddd
cls_0x588410              |    56b |  13f |  18p | dddddbwbddddddbbwd
cls_0x5b99c0              |   340b |  13f |  17p | dddddAdddddddddqS
cls_0x50f2d0              |   240b |  10f |  17p | qqdddqqqddAdddddd
cls_0x5b5f20              |   436b |  10f |  17p | dddwwdddAdAdAdAdd
cls_0x5a5808              |   392b |  14f |  17p | dddddddddAddddAdd
cls_0x50f130              |   240b |  10f |  17p | qqdddqqqddAdddddd
cls_0x48c7f0              |    84b |   9f |  17p | ddddqdqdddqdddqdd
cls_0x5a47f0              |    60b |  15f |  17p | dddddddddddddbbwd
cls_0x5b9f0c              |    68b |  16f |  17p | ddddddddddddddddd
cls_0x4339f0              |   324b |  11f |  17p | qqddAddddAdAddddd
cls_0x50ba90              |    84b |  12f |  17p | ddddddddddddqqqqd
cls_0x52b9f0              |   324b |  12f |  16p | AddAddddddqqdddd
cls_0x49ead0              |   500b |  12f |  16p | ddddAdAbdSqqSSdd
cls_0x49ab30              |   128b |  12f |  16p | ddddqdddqdddddAd
cls_0x4aa0c0              |   144b |  11f |  16p | dqqdddddddAdddqd
cls_0x5b9480              |    96b |  13f |  16p | dddddddddAdddddd
cls_0x499500              |   276b |   6f |  15p | AdqqdqqqdAdqddd
cls_0x48cb50              |    84b |   6f |  15p | qqqdqdddqdddqdd
cls_0x49e980              |   500b |  11f |  15p | ddddAdAdSqqSSdd
cls_0x5b30fc              |   240b |   8f |  15p | ddddddAbAdqddAd
cls_0x4a21a0              |    72b |   6f |  15p | qqqdddddddddddd
cls_0x4746d0              |    60b |   7f |  15p | dddqwdwwdwdqddd
cls_0x5b9f88              |    60b |  14f |  15p | ddddddddddddddd
cls_0x43f8b0              |   164b |   8f |  15p | Adddddddqqddqdd
cls_0x54dd70              |    60b |  15f |  15p | ddddddddddddddd
cls_0x544fb0              |   468b |   9f |  14p | dAddqqqddwwdAd
cls_0x4bc2a0              |   144b |   8f |  14p | dddddddqqdAddd
cls_0x531fc0              |   440b |   5f |  14p | Abqqdwbwwdqqqd
cls_0x4a0e10              |   444b |   6f |  14p | bdwbdAddqddqqd
cls_0x5a34a0              |    68b |   9f |  14p | qdddddqdddddqd
cls_0x49a300              |    64b |   9f |  14p | dddqddddqddddd
cls_0x57dd50              |   160b |   8f |  14p | dAbAbdwbdddqdd
cls_0x531b70              |   440b |   5f |  14p | Abqqdwbwwdqqqd
cls_0x4a2770              |    76b |   6f |  14p | ddqdqqqddddqdd
cls_0x5b45ac              |   401b |   9f |  14p | qdwwdddAdAdddb
cls_0x4a22f0              |    76b |   7f |  14p | ddqdqqqddddqdd
cls_0x5a85ac              |   349b |   5f |  14p | Aqddqddqqqdqdb
cls_0x49a270              |    68b |   7f |  13p | ddddqqddqqddd
cls_0x534ad0              |    72b |   8f |  13p | qqqqddqdddddd
cls_0x54dfa0              |    60b |  11f |  13p | qdddddddddqdd
cls_0x4c5b80              |    55b |   5f |  12p | qdwwdddqqqwb
cls_0x45a2e0              |  2152b |   7f |  12p | qdddAddqddAd
cls_0x573330              |    60b |   8f |  12p | qqddddddddqd
cls_0x576110              |   244b |   7f |  12p | dddqddddddAd
cls_0x5a761c              |   664b |   6f |  12p | AdAddqdAdqdd
cls_0x491b30              |    92b |   7f |  12p | Addddddqqqdd
cls_0x5a52d8              |    60b |  10f |  12p | dddwwdddwwdS
cls_0x5253e0              |   256b |   6f |  12p | qdAdAdddqqqd
cls_0x570900              |    56b |   6f |  12p | dqdddqqqbwbd
cls_0x46ec50              |   216b |   9f |  12p | qqdddAdddddd
cls_0x49e490              |    48b |  12f |  12p | dddddddddddd
cls_0x578fe0              |   348b |   5f |  11p | dAdqqqddddd
cls_0x5790b0              |   348b |   5f |  11p | dAdqqqddddd
cls_0x41cdd0              |    44b |  11f |  11p | ddddddddddd
cls_0x42aed0              |    44b |  10f |  11p | ddddddddddd
cls_0x48af30              |   200b |   9f |  11p | Adddddddddd
cls_0x56c5a0              | 21508b |   6f |  11p | wAdAbAwAwAd
cls_0x49e6d0              |    48b |   8f |  11p | ddddddddqdd
cls_0x524400              |   260b |   5f |  11p | AdAddqqqddd
cls_0x41cbf0              |    44b |  11f |  11p | ddddddddddd
cls_0x4405d0              |  1432b |   8f |  11p | dAdAddddddd
cls_0x524920              |   260b |   6f |  11p | dAdqqqdddww
cls_0x587e70              |    60b |   4f |  11p | qqddqddqddd
cls_0x4a0d20              |   424b |   5f |  11p | bdwbdAddqdd
cls_0x5a3b90              |   188b |   8f |  10p | Addqqddddd
cls_0x54dd40              |    52b |   6f |  10p | ddqqdddqdd
cls_0x51ec80              |    44b |   8f |  10p | dddddddqdd
cls_0x529830              |    56b |   3f |  10p | ddqqqddqdd
cls_0x53f730              |   336b |   6f |  10p | dddddAdqdd
cls_0x41c3a0              |    52b |   5f |  10p | ddqddqqddd
cls_0x5a96d8              |    40b |   9f |  10p | dddddddddd
cls_0x5b3c18              |   404b |   6f |  10p | qdwAdAdddd
cls_0x572850              |    60b |   3f |  10p | qqqdddqqdd
cls_0x572890              |    60b |   3f |  10p | qqqdddqqdd
cls_0x41cbd0              |    40b |   9f |  10p | dddddddddd
cls_0x41cd10              |    40b |   8f |  10p | dddddddddd
cls_0x49e790              |    48b |   8f |  10p | qddddddqdd
cls_0x4609f0              |   292b |   6f |  10p | ddqdddddAb
cls_0x5726b0              |    60b |   4f |  10p | dqddqqqqdd
cls_0x5156e0              |   840b |   5f |  10p | dAdAdqddAd
cls_0x575ab0              |   244b |   4f |  10p | dqqqddddAd
cls_0x48b4a0              |   196b |   9f |  10p | Addddddddd
cls_0x4348b0              |   200b |   5f |  10p | qdqdAdAddd
cls_0x48c780              |    88b |   4f |  10p | dqqddqddAd
cls_0x42e5b0              |   352b |   6f |  10p | dddqbAdAdd
cls_0x4bc850              |   104b |   7f |   9p | dddddAdAd
cls_0x4367d0              |   168b |   6f |   9p | dAdqddddd
cls_0x41d330              |    44b |   5f |   9p | ddqqddddd
cls_0x57d820              |   144b |   5f |   9p | dAdqdAdqd
cls_0x4329f0              |   160b |   5f |   9p | dddqdAdqd
cls_0x49c3f0              |    56b |   3f |   9p | ddqqdqqqd
cls_0x429ac0              |    36b |   9f |   9p | ddddddddd
cls_0x5727d0              |    60b |   2f |   9p | qqqddqqqd
cls_0x5aa754              |   284b |   4f |   9p | ddAddqqdd
cls_0x579bb0              |   328b |   4f |   9p | dAdqbqwbd
cls_0x5b9f54              |    32b |   7f |   8p | dddddddd
cls_0x578e40              |   336b |   3f |   8p | dAdqqqdd
cls_0x532340              |   412b |   4f |   8p | Adqqdwwd
cls_0x5a5d18              |   140b |   7f |   8p | Addddddd
cls_0x5a4f28              |   140b |   7f |   8p | Addddddd
cls_0x502420              |   396b |   4f |   8p | dqqddAdd
cls_0x5b9538              |   140b |   7f |   8p | Addddddd
cls_0x49e610              |    36b |   7f |   8p | qddddddd
cls_0x51f6b0              |    40b |   4f |   8p | dqdddqdd
cls_0x5a4b2c              |   400b |   6f |   8p | AdAddddd
cls_0x438f50              |    36b |   7f |   8p | dddqdddd
cls_0x52fee0              |   406b |   6f |   8p | dAdddddw
cls_0x49b4f0              |    48b |   2f |   8p | qqqddqdd
cls_0x579300              |   336b |   3f |   8p | dAdqqqdd
cls_0x537520              |   396b |   4f |   8p | dAdqddAd
cls_0x534a40              |   260b |   5f |   8p | dAddddAd
cls_0x50bf20              |    32b |   7f |   8p | dddddddd
cls_0x439150              |    36b |   6f |   8p | ddqddddd
cls_0x405aa0              |    76b |   3f |   8p | dAdqqqdd
cls_0x503540              |   412b |   7f |   8p | dAdddddd
cls_0x5a4edc              |   140b |   7f |   8p | Addddddd
cls_0x4975d0              | 32792b |   4f |   8p | dAdAdqdd
cls_0x49a380              |    68b |   7f |   8p | ddddddAd
cls_0x5b4ecc              |   176b |   5f |   8p | ddddddAd
cls_0x429f80              |    36b |   4f |   7p | qqddddd
cls_0x529770              |    40b |   2f |   7p | ddqqqdd
cls_0x42acb0              |   148b |   4f |   7p | dddqdAd
cls_0x4cefb0              |   228b |   4f |   7p | dddAddd
cls_0x5701f0              |    60b |   5f |   7p | dAddddd
cls_0x405d40              |    64b |   4f |   7p | dAddqdd
cls_0x477870              |    28b |   7f |   7p | ddddddd
cls_0x411b00              |    40b |   4f |   7p | dqqqddd
cls_0x49d2a0              |    40b |   3f |   7p | qqdddqd
cls_0x5b8e34              |   176b |   4f |   7p | qddddAd
cls_0x4edaa0              |   444b |   4f |   7p | qqdddAd
cls_0x4f79d0              |   404b |   5f |   7p | dddAddd
cls_0x460620              |    32b |   6f |   7p | dddqddd
cls_0x492c40              |   192b |   4f |   7p | Abbbdbd
cls_0x40c750              |   100b |   4f |   7p | dAdqddd
cls_0x505a70              |   408b |   4f |   7p | qdAddqd
cls_0x5048f0              |   416b |   4f |   6p | dAdddd
cls_0x41d2d0              |    24b |   5f |   6p | dddddd
cls_0x41b0b0              |    76b |   3f |   6p | Adbwbd
cls_0x439000              |    28b |   5f |   6p | dddqdd
cls_0x5427f0              |   332b |   3f |   6p | dqqdAd
cls_0x5b5560              |   220b |   3f |   6p | qdAdAd
cls_0x4e4400              |   404b |   5f |   6p | dAdddd
cls_0x41c410              |    28b |   3f |   6p | ddqddd
cls_0x40b7e0              |    76b |   3f |   6p | Adqddd
cls_0x4d5730              |   420b |   5f |   6p | dAdddd
cls_0x411a30              |    28b |   5f |   6p | dqdddd
cls_0x41bf00              |    28b |   5f |   6p | dddqdd
cls_0x47e810              |  1648b |   4f |   6p | AdddAb
cls_0x4321c0              |   288b |   2f |   6p | qqddAd
cls_0x4a3060              |    28b |   4f |   6p | ddqddd
cls_0x410e10              |   108b |   3f |   6p | dAdqqd
cls_0x443330              |   396b |   5f |   6p | dAdddd
cls_0x5a4a74              |   392b |   4f |   6p | AdAddd
cls_0x51d3e0              |   852b |   3f |   6p | AdAwwd
cls_0x4390a0              |    28b |   4f |   6p | ddqddd
cls_0x4344d0              |   284b |   2f |   6p | qqddAd
cls_0x41c7f0              |    24b |   6f |   6p | dddddd
cls_0x47e7e0              |  1652b |   4f |   6p | AddbAd
cls_0x51d450              |   852b |   3f |   6p | AdAwwd
cls_0x50c110              |    28b |   3f |   6p | dddqdd
cls_0x40c310              |   100b |   3f |   6p | Adqddd
cls_0x497370              | 32796b |   3f |   6p | Adqddd
cls_0x42acf0              |   148b |   3f |   6p | dqqdAd
cls_0x40b770              |    76b |   3f |   6p | Adqddd
cls_0x5a4d20              |   132b |   6f |   6p | Addddd
cls_0x5a4be4              |   132b |   6f |   6p | Addddd
cls_0x488b20              | 32836b |   3f |   6p | dASqqS
cls_0x57bc60              |    16b |   4f |   6p | bwbddd
cls_0x40c3d0              |   100b |   3f |   6p | Adqddd
cls_0x44ed90              |   128b |   4f |   6p | dddAdd
cls_0x48e630              |    36b |   3f |   6p | qqqddd
cls_0x543ec0              |   156b |   3f |   6p | dAdqdd
cls_0x544f00              |   468b |   3f |   6p | AdAdAd
cls_0x439450              |    28b |   4f |   6p | ddqddd
cls_0x4a4eb0              |    16b |   4f |   6p | bwbddd
cls_0x439530              |    28b |   4f |   6p | ddqddd
cls_0x40c6d0              |   100b |   3f |   6p | Adqddd
cls_0x5ab930              |   264b |   4f |   6p | ddAddd
cls_0x40c380              |   100b |   3f |   6p | Adqddd
cls_0x57bc10              |    32b |   2f |   6p | qqdddd
cls_0x497120              | 32796b |   3f |   6p | Adqddd
cls_0x50c0e0              |    28b |   3f |   6p | dddqdd
cls_0x5a4c30              |    24b |   5f |   6p | dddddd
cls_0x40c4d0              |   100b |   3f |   6p | Adqddd
cls_0x528850              |    24b |   3f |   6p | qdwwdd
cls_0x40c420              |   100b |   3f |   6p | Adqddd
cls_0x50c030              |    28b |   4f |   6p | dddqdd
cls_0x52fe90              |   400b |   5f |   6p | dAdddd
cls_0x542730              |   332b |   3f |   6p | dqqdAd
cls_0x4395b0              |    28b |   4f |   6p | ddqddd
cls_0x4605a0              |    32b |   2f |   5p | dqqqd
cls_0x495b20              |    56b |   2f |   5p | Adqdd
cls_0x491ad0              |    20b |   4f |   5p | ddddd
cls_0x4883c0              |    24b |   3f |   5p | dddqd
cls_0x4fd890              |   392b |   3f |   5p | dddAd
cls_0x41c600              |    24b |   2f |   5p | ddqdd
cls_0x4432e0              |   392b |   3f |   5p | dqdAd
cls_0x495a50              |    56b |   2f |   5p | Adqdd
cls_0x495ab0              |    56b |   2f |   5p | Adqdd
cls_0x497c40              | 32792b |   2f |   5p | Adqdd
cls_0x4d7640              |   348b |   4f |   5p | Adddd
cls_0x5877a0              |   168b |   3f |   5p | AbAdd
cls_0x53ede0              |    24b |   2f |   5p | ddqdd
cls_0x418640              |    16b |   2f |   5p | bqwbd
cls_0x4fa3b0              |   424b |   3f |   5p | dddAd
cls_0x57a960              |   588b |   3f |   5p | AddAd
cls_0x505820              |   396b |   3f |   5p | qdAdd
cls_0x475280              |    56b |   2f |   5p | Adqdd
cls_0x475a80              |    56b |   2f |   5p | Adqdd
cls_0x5b9f28              |    84b |   5f |   5p | Adddd
cls_0x497e00              | 32812b |   2f |   5p | Adqdd
cls_0x475a40              |    56b |   2f |   5p | Adqdd
